latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
9.033392,7.4740486,463.0,0,GMT,GMT

time,weather_code (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),rain_sum (mm),wind_speed_10m_max (km/h)
2012-10-30,51,29.7,22.4,0.50,9.1
2012-10-31,51,30.2,21.1,0.20,6.6
2012-11-01,1,33.5,21.2,0.00,5.9
2012-11-02,1,32.2,22.8,0.00,7.9
2012-11-03,51,30.0,22.4,0.50,7.8
2012-11-04,51,28.7,21.5,0.50,7.6
2012-11-05,2,31.3,21.6,0.00,8.7
2012-11-06,2,31.4,22.5,0.00,5.7
2012-11-07,51,30.9,21.8,0.10,7.9
2012-11-08,51,30.5,22.5,0.10,8.0
2012-11-09,61,28.5,22.5,1.90,6.6
2012-11-10,1,32.4,20.6,0.00,11.4
2012-11-11,2,31.8,21.4,0.00,6.1
2012-11-12,3,30.9,22.6,0.00,7.6
2012-11-13,1,32.2,22.6,0.00,8.4
2012-11-14,1,33.2,22.4,0.00,9.1
2012-11-15,1,33.2,23.2,0.00,5.9
2012-11-16,0,33.7,20.3,0.00,7.3
2012-11-17,1,32.9,20.1,0.00,7.0
2012-11-18,1,32.8,22.6,0.00,7.6
2012-11-19,1,32.0,22.6,0.00,6.8
2012-11-20,1,32.1,23.0,0.00,6.8
2012-11-21,1,33.6,24.1,0.00,7.7
2012-11-22,1,33.3,22.6,0.00,7.0
2012-11-23,1,32.8,24.6,0.00,7.1
2012-11-24,1,32.8,23.0,0.00,6.7
2012-11-25,1,33.4,21.9,0.00,5.5
2012-11-26,2,31.4,23.1,0.00,6.6
2012-11-27,3,32.6,22.3,0.00,7.0
2012-11-28,1,33.7,24.4,0.00,9.2
2012-11-29,1,33.9,20.4,0.00,8.1
2012-11-30,0,33.6,20.5,0.00,7.6
2012-12-01,1,33.7,19.5,0.00,6.9
2012-12-02,1,34.7,20.7,0.00,7.7
2012-12-03,1,34.9,22.5,0.00,6.9
2012-12-04,1,33.2,21.7,0.00,8.1
2012-12-05,3,31.5,22.5,0.00,11.0
2012-12-06,51,32.3,22.3,0.10,6.6
2012-12-07,1,34.2,21.3,0.00,7.3
2012-12-08,3,31.7,23.0,0.00,7.2
2012-12-09,1,34.1,23.2,0.00,6.9
2012-12-10,1,35.0,21.7,0.00,8.5
2012-12-11,1,33.2,21.6,0.00,6.2
2012-12-12,0,34.1,21.6,0.00,8.4
2012-12-13,0,34.5,21.3,0.00,9.9
2012-12-14,1,34.9,22.6,0.00,11.6
2012-12-15,1,34.8,22.8,0.00,11.9
2012-12-16,0,35.2,23.0,0.00,13.3
2012-12-17,0,33.9,21.3,0.00,13.0
2012-12-18,1,34.0,21.3,0.00,12.6
2012-12-19,1,33.6,20.8,0.00,11.0
2012-12-20,0,34.0,21.0,0.00,11.1
2012-12-21,1,32.9,20.1,0.00,10.1
2012-12-22,1,32.9,20.6,0.00,11.3
2012-12-23,0,34.0,20.8,0.00,12.7
2012-12-24,0,34.1,21.1,0.00,13.1
2012-12-25,1,34.0,20.6,0.00,11.8
2012-12-26,1,34.1,21.0,0.00,12.8
2012-12-27,1,34.0,20.3,0.00,11.3
2012-12-28,0,33.0,19.9,0.00,11.6
2012-12-29,1,33.1,20.4,0.00,11.8
2012-12-30,1,33.6,19.7,0.00,10.1
2012-12-31,1,33.6,21.0,0.00,15.6
2013-01-01,1,32.8,20.6,0.00,14.3
2013-01-02,1,33.7,20.7,0.00,10.7
2013-01-03,0,35.0,21.5,0.00,10.4
2013-01-04,0,34.7,21.4,0.00,10.2
2013-01-05,1,34.0,22.1,0.00,12.4
2013-01-06,0,33.1,20.9,0.00,11.1
2013-01-07,0,33.0,21.8,0.00,8.7
2013-01-08,1,33.7,21.4,0.00,9.6
2013-01-09,1,34.5,21.9,0.00,13.1
2013-01-10,0,34.0,21.6,0.00,11.3
2013-01-11,0,34.6,20.8,0.00,9.7
2013-01-12,0,35.0,20.7,0.00,9.7
2013-01-13,0,35.2,21.1,0.00,10.8
2013-01-14,0,34.3,19.9,0.00,6.3
2013-01-15,1,34.9,22.2,0.00,7.8
2013-01-16,1,36.3,23.2,0.00,9.5
2013-01-17,1,35.7,23.3,0.00,8.4
2013-01-18,1,35.2,22.8,0.00,6.0
2013-01-19,2,34.1,24.0,0.00,8.6
2013-01-20,55,34.2,23.8,2.00,10.1
2013-01-21,0,35.8,23.8,0.00,5.0
2013-01-22,1,35.6,24.7,0.00,6.1
2013-01-23,1,35.7,24.4,0.00,9.0
2013-01-24,1,34.7,23.9,0.00,8.7
2013-01-25,2,33.4,24.4,0.00,7.8
2013-01-26,53,33.5,24.4,0.70,12.2
2013-01-27,51,33.2,24.2,0.20,12.7
2013-01-28,2,34.2,24.3,0.00,7.6
2013-01-29,1,32.8,24.5,0.00,9.7
2013-01-30,1,34.9,24.4,0.00,14.4
2013-01-31,0,33.1,21.7,0.00,16.1
2013-02-01,1,32.5,20.6,0.00,14.8
2013-02-02,0,32.9,19.9,0.00,11.3
2013-02-03,0,34.2,19.5,0.00,7.3
2013-02-04,1,36.2,22.1,0.00,7.4
2013-02-05,0,37.1,24.4,0.00,12.4
2013-02-06,0,36.0,24.2,0.00,12.8
2013-02-07,1,36.5,21.9,0.00,11.5
2013-02-08,1,36.7,23.2,0.00,10.2
2013-02-09,1,37.2,23.4,0.00,10.8
2013-02-10,1,36.7,24.3,0.00,11.1
2013-02-11,1,35.8,23.5,0.00,12.0
2013-02-12,2,35.2,23.3,0.00,7.6
2013-02-13,1,35.7,22.4,0.00,7.2
2013-02-14,1,35.0,24.2,0.00,11.5
2013-02-15,1,34.6,24.4,0.00,7.1
2013-02-16,1,36.3,25.4,0.00,5.8
2013-02-17,51,35.9,24.3,0.10,8.3
2013-02-18,3,34.7,23.8,0.00,10.4
2013-02-19,53,34.8,25.2,0.70,5.9
2013-02-20,1,36.0,24.9,0.00,7.8
2013-02-21,1,37.2,24.4,0.00,7.2
2013-02-22,1,36.6,24.8,0.00,8.3
2013-02-23,1,38.3,23.5,0.00,9.8
2013-02-24,1,38.8,24.8,0.00,8.1
2013-02-25,1,37.0,24.5,0.00,8.8
2013-02-26,2,37.5,25.7,0.00,11.3
2013-02-27,2,38.1,25.6,0.00,9.0
2013-02-28,0,38.0,25.0,0.00,9.0
2013-03-01,1,36.9,25.3,0.00,10.6
2013-03-02,1,37.3,25.6,0.00,9.6
2013-03-03,1,37.6,25.6,0.00,8.6
2013-03-04,2,37.2,25.7,0.00,11.9
2013-03-05,1,36.5,25.9,0.00,10.5
2013-03-06,1,36.8,25.0,0.00,9.0
2013-03-07,1,37.6,25.7,0.00,9.6
2013-03-08,1,37.5,25.6,0.00,11.4
2013-03-09,2,37.5,25.4,0.00,14.1
2013-03-10,2,37.0,25.3,0.00,13.8
2013-03-11,1,37.3,25.8,0.00,8.8
2013-03-12,1,36.7,25.6,0.00,13.1
2013-03-13,2,36.2,25.8,0.00,13.1
2013-03-14,1,38.3,26.0,0.00,8.7
2013-03-15,1,38.4,25.6,0.00,10.9
2013-03-16,3,35.6,25.5,0.00,15.7
2013-03-17,53,35.8,25.9,0.60,12.2
2013-03-18,2,36.5,26.0,0.00,9.2
2013-03-19,1,37.6,24.6,0.00,11.8
2013-03-20,2,37.6,25.6,0.00,13.7
2013-03-21,51,37.2,26.4,0.20,13.2
2013-03-22,1,36.4,25.3,0.00,13.2
2013-03-23,2,35.5,25.2,0.00,11.7
2013-03-24,51,34.1,25.4,0.20,13.4
2013-03-25,1,35.5,25.7,0.00,12.4
2013-03-26,2,36.3,26.0,0.00,13.5
2013-03-27,53,36.0,25.0,0.80,13.6
2013-03-28,53,34.4,25.0,1.00,13.0
2013-03-29,55,35.2,25.6,2.80,9.7
2013-03-30,55,31.5,24.2,2.30,12.7
2013-03-31,61,31.9,24.0,2.40,10.7
2013-04-01,63,34.4,24.2,11.90,10.7
2013-04-02,3,33.9,23.9,0.00,11.8
2013-04-03,51,29.5,24.9,0.70,10.3
2013-04-04,55,32.3,24.6,1.50,10.2
2013-04-05,53,35.4,24.1,0.60,11.2
2013-04-06,51,32.7,25.0,0.80,14.8
2013-04-07,51,32.9,24.6,0.70,13.7
2013-04-08,51,32.4,24.4,0.10,13.4
2013-04-09,3,31.1,24.6,0.00,12.8
2013-04-10,51,31.8,24.2,0.60,9.7
2013-04-11,1,35.1,24.3,0.00,11.8
2013-04-12,1,36.5,25.1,0.00,12.5
2013-04-13,51,34.3,24.9,0.10,11.3
2013-04-14,63,33.0,24.0,17.70,10.0
2013-04-15,55,32.0,23.5,2.60,11.0
2013-04-16,2,33.4,24.4,0.00,11.8
2013-04-17,51,31.7,24.2,0.50,11.0
2013-04-18,61,32.6,24.3,2.40,10.5
2013-04-19,53,31.5,24.5,1.30,10.8
2013-04-20,63,33.4,24.3,8.40,9.5
2013-04-21,63,30.1,23.7,11.00,10.9
2013-04-22,51,28.5,23.1,1.10,7.2
2013-04-23,63,32.2,23.3,6.60,5.7
2013-04-24,63,31.1,22.7,16.80,4.7
2013-04-25,63,28.8,23.2,20.40,8.7
2013-04-26,51,30.9,23.6,0.60,9.0
2013-04-27,63,30.3,23.7,18.50,10.4
2013-04-28,63,30.8,22.6,9.30,9.3
2013-04-29,1,33.2,23.0,0.00,5.1
2013-04-30,61,31.4,24.1,7.80,12.2
2013-05-01,63,29.1,23.6,7.90,11.8
2013-05-02,3,30.2,22.9,0.00,8.7
2013-05-03,63,30.9,23.6,11.70,9.9
2013-05-04,51,30.5,23.2,0.20,8.4
2013-05-05,53,31.1,24.1,1.00,9.7
2013-05-06,61,29.8,24.5,2.90,9.7
2013-05-07,3,30.0,24.0,0.00,11.8
2013-05-08,51,29.2,23.8,0.30,11.5
2013-05-09,53,32.6,23.2,0.70,8.4
2013-05-10,53,30.9,24.3,1.90,12.1
2013-05-11,61,29.3,23.1,3.00,11.3
2013-05-12,63,28.9,22.7,10.20,10.4
2013-05-13,63,30.4,22.9,16.10,6.9
2013-05-14,65,29.9,22.6,28.30,7.9
2013-05-15,63,29.8,22.7,6.10,9.0
2013-05-16,51,30.8,23.0,0.40,6.0
2013-05-17,51,29.2,23.5,1.10,10.8
2013-05-18,63,29.3,22.7,17.80,7.9
2013-05-19,3,30.4,22.1,0.00,9.5
2013-05-20,61,30.8,23.6,4.40,14.1
2013-05-21,51,29.8,23.5,0.10,9.9
2013-05-22,51,29.6,23.5,0.50,14.6
2013-05-23,51,28.7,22.8,0.50,11.5
2013-05-24,3,30.5,23.1,0.00,9.0
2013-05-25,63,30.7,23.9,6.50,11.3
2013-05-26,63,28.7,22.5,22.90,14.8
2013-05-27,63,29.0,22.3,10.50,9.7
2013-05-28,61,29.2,22.7,2.40,13.4
2013-05-29,63,29.6,22.0,9.60,9.2
2013-05-30,53,28.9,23.1,1.50,9.2
2013-05-31,3,30.5,22.6,0.00,7.2
2013-06-01,51,31.8,23.2,0.10,7.3
2013-06-02,3,29.5,24.0,0.00,10.2
2013-06-03,63,28.6,22.0,6.10,11.6
2013-06-04,53,28.2,21.9,1.20,12.4
2013-06-05,51,27.3,21.9,1.40,10.8
2013-06-06,51,28.4,21.9,0.20,11.8
2013-06-07,61,28.4,21.7,4.40,9.4
2013-06-08,51,29.0,21.2,1.10,12.0
2013-06-09,63,28.7,22.3,6.60,11.8
2013-06-10,51,29.0,22.0,0.30,8.2
2013-06-11,3,29.8,22.8,0.00,9.5
2013-06-12,51,28.5,23.3,1.60,13.1
2013-06-13,51,29.2,22.9,0.70,12.8
2013-06-14,51,29.1,23.1,1.20,12.0
2013-06-15,61,28.8,22.9,4.70,10.5
2013-06-16,55,29.4,22.3,2.60,11.5
2013-06-17,61,27.6,22.6,11.90,11.1
2013-06-18,63,27.5,21.8,10.90,10.6
2013-06-19,51,28.7,22.0,0.50,12.7
2013-06-20,51,28.6,22.4,1.10,13.1
2013-06-21,51,27.7,22.1,0.70,10.5
2013-06-22,51,28.7,21.9,1.20,10.4
2013-06-23,55,26.9,22.4,4.70,9.9
2013-06-24,61,28.2,21.9,8.30,10.8
2013-06-25,53,28.8,21.8,1.90,7.5
2013-06-26,63,28.5,21.2,20.90,6.2
2013-06-27,63,24.7,21.6,28.10,10.1
2013-06-28,61,23.6,21.2,10.80,8.9
2013-06-29,53,25.5,20.9,5.90,5.4
2013-06-30,51,28.1,21.4,0.60,10.3
2013-07-01,53,28.4,22.2,1.00,12.6
2013-07-02,63,28.0,21.6,13.30,9.7
2013-07-03,61,25.9,20.8,15.80,11.0
2013-07-04,55,27.0,21.5,1.90,12.8
2013-07-05,63,28.3,21.2,8.00,10.5
2013-07-06,61,28.1,21.3,6.50,8.9
2013-07-07,53,25.2,21.6,2.60,7.9
2013-07-08,53,25.6,21.4,3.60,8.2
2013-07-09,55,28.2,21.0,3.20,9.0
2013-07-10,61,29.3,21.4,5.20,7.3
2013-07-11,55,28.2,21.4,4.90,9.4
2013-07-12,51,27.7,21.5,0.30,6.1
2013-07-13,61,27.4,21.5,7.40,8.4
2013-07-14,63,26.9,20.7,15.30,7.5
2013-07-15,51,27.7,20.7,0.80,10.8
2013-07-16,51,27.9,22.3,1.50,11.9
2013-07-17,53,27.7,21.5,1.80,10.3
2013-07-18,63,27.5,21.2,5.70,8.0
2013-07-19,61,27.1,21.6,7.70,8.7
2013-07-20,63,28.2,21.3,18.20,5.7
2013-07-21,63,27.8,21.2,13.90,9.7
2013-07-22,63,28.7,20.8,11.80,8.2
2013-07-23,63,28.7,20.9,23.80,8.8
2013-07-24,61,26.3,21.6,7.10,11.5
2013-07-25,63,26.1,21.4,13.00,12.1
2013-07-26,53,25.8,20.9,4.00,10.1
2013-07-27,51,27.4,21.2,3.00,8.4
2013-07-28,53,26.2,21.9,1.60,13.8
2013-07-29,53,24.6,21.2,3.20,10.9
2013-07-30,53,25.1,20.4,1.50,12.2
2013-07-31,55,26.4,21.3,6.50,13.7
2013-08-01,63,25.0,20.6,13.30,8.7
2013-08-02,53,26.4,21.0,2.40,10.2
2013-08-03,63,25.8,20.6,4.90,8.7
2013-08-04,63,26.1,21.3,5.30,8.7
2013-08-05,51,26.4,21.8,0.90,9.5
2013-08-06,51,26.4,21.7,1.40,12.4
2013-08-07,55,26.2,20.8,4.70,11.2
2013-08-08,61,26.4,21.2,5.10,9.4
2013-08-09,55,26.1,20.9,5.20,9.7
2013-08-10,63,27.5,20.9,6.20,10.6
2013-08-11,63,26.9,21.1,9.20,9.3
2013-08-12,53,24.0,21.3,3.80,12.9
2013-08-13,61,26.5,21.0,5.80,8.8
2013-08-14,61,28.4,20.3,4.90,12.7
2013-08-15,53,22.3,20.8,6.40,13.4
2013-08-16,61,25.9,20.4,6.50,11.2
2013-08-17,55,25.2,21.4,8.00,9.0
2013-08-18,61,25.5,20.6,6.30,7.6
2013-08-19,63,28.9,20.7,7.50,10.0
2013-08-20,63,23.4,21.0,24.70,6.8
2013-08-21,61,25.4,20.7,8.60,8.7
2013-08-22,53,27.9,20.4,2.70,8.8
2013-08-23,51,25.8,21.7,0.20,9.2
2013-08-24,55,25.5,20.9,8.60,7.7
2013-08-25,63,24.9,20.8,15.60,9.0
2013-08-26,51,27.8,21.4,1.40,8.6
2013-08-27,63,27.3,20.8,6.30,7.2
2013-08-28,63,28.7,20.0,21.00,6.3
2013-08-29,61,23.9,21.5,10.70,11.3
2013-08-30,53,26.8,21.1,2.90,10.0
2013-08-31,63,27.7,20.5,17.60,7.9
2013-09-01,65,23.1,20.8,78.50,7.4
2013-09-02,61,26.1,21.2,4.00,8.2
2013-09-03,63,27.8,20.5,8.90,8.0
2013-09-04,61,28.6,20.3,9.80,6.8
2013-09-05,63,24.8,21.3,44.00,10.4
2013-09-06,61,28.6,20.7,5.80,9.8
2013-09-07,63,29.2,20.2,19.30,8.6
2013-09-08,63,28.8,21.0,21.60,6.8
2013-09-09,61,26.8,21.6,6.80,11.5
2013-09-10,61,25.1,21.2,9.80,8.7
2013-09-11,61,24.4,20.6,18.70,5.8
2013-09-12,61,27.5,20.7,5.50,6.2
2013-09-13,63,28.4,20.8,11.40,8.3
2013-09-14,61,27.1,21.5,10.60,7.6
2013-09-15,53,28.6,21.0,1.80,6.5
2013-09-16,53,30.0,22.2,2.30,8.6
2013-09-17,61,29.1,21.3,5.30,10.0
2013-09-18,63,30.1,21.9,5.20,7.4
2013-09-19,55,31.4,21.9,3.30,5.8
2013-09-20,63,29.7,21.5,13.20,5.9
2013-09-21,51,28.1,22.1,0.60,10.9
2013-09-22,63,28.3,21.8,14.30,8.5
2013-09-23,65,22.9,21.0,116.50,7.9
2013-09-24,51,28.1,21.2,0.80,10.4
2013-09-25,61,28.1,20.9,4.60,6.8
2013-09-26,63,30.1,21.6,10.60,6.1
2013-09-27,61,28.6,21.3,7.10,9.3
2013-09-28,53,28.2,20.9,0.80,9.1
2013-09-29,51,28.5,21.4,0.50,8.4
2013-09-30,63,29.6,21.0,7.50,9.3
2013-10-01,61,29.2,21.6,7.80,8.9
2013-10-02,61,27.3,21.5,4.90,9.0
2013-10-03,51,29.1,21.3,0.20,9.7
2013-10-04,63,29.5,22.0,10.40,7.2
2013-10-05,55,28.0,21.4,2.80,6.6
2013-10-06,63,28.4,21.6,11.50,11.7
2013-10-07,55,28.8,21.0,2.40,6.6
2013-10-08,63,26.5,21.0,14.50,8.7
2013-10-09,63,28.5,21.6,5.80,7.6
2013-10-10,53,29.1,21.2,1.30,6.0
2013-10-11,61,29.5,20.4,3.80,7.0
2013-10-12,1,32.2,21.9,0.00,7.5
2013-10-13,63,29.0,22.1,6.10,12.3
2013-10-14,61,26.1,21.6,8.60,10.9
2013-10-15,61,28.1,21.7,5.80,10.0
2013-10-16,51,30.9,20.6,0.80,7.2
2013-10-17,51,31.7,21.8,0.30,6.3
2013-10-18,53,31.9,22.6,0.50,8.2
2013-10-19,51,31.1,22.0,0.60,7.6
2013-10-20,51,31.9,21.3,0.30,7.9
2013-10-21,61,30.5,20.7,4.10,9.0
2013-10-22,53,30.4,21.4,2.60,8.3
2013-10-23,2,30.7,21.6,0.00,7.5
2013-10-24,51,31.5,23.3,0.20,10.6
2013-10-25,51,30.6,21.8,0.30,10.1
2013-10-26,51,31.4,22.1,0.10,8.2
2013-10-27,51,31.9,22.4,0.20,6.8
2013-10-28,55,29.7,21.9,3.60,10.6
2013-10-29,63,29.9,21.4,6.90,8.2
2013-10-30,61,29.3,21.8,4.20,8.3
2013-10-31,55,29.9,21.7,2.00,5.4
2013-11-01,51,29.6,23.0,0.20,7.4
2013-11-02,1,31.7,21.7,0.00,6.5
2013-11-03,1,33.0,21.1,0.00,8.3
2013-11-04,1,32.0,19.8,0.00,12.1
2013-11-05,1,31.3,18.9,0.00,8.3
2013-11-06,1,32.5,20.3,0.00,6.1
2013-11-07,1,32.6,21.8,0.00,6.9
2013-11-08,1,33.8,24.0,0.00,7.7
2013-11-09,51,32.9,22.3,0.20,9.1
2013-11-10,1,32.1,23.3,0.00,6.2
2013-11-11,1,32.6,21.6,0.00,6.5
2013-11-12,3,30.9,21.7,0.00,7.8
2013-11-13,1,32.0,23.0,0.00,10.0
2013-11-14,1,33.1,22.7,0.00,10.8
2013-11-15,51,30.0,22.6,0.10,8.3
2013-11-16,1,32.8,23.7,0.00,6.3
2013-11-17,1,34.1,22.7,0.00,7.3
2013-11-18,1,33.1,22.3,0.00,6.9
2013-11-19,1,33.6,22.3,0.00,8.4
2013-11-20,1,32.2,22.7,0.00,9.8
2013-11-21,1,33.5,22.7,0.00,6.6
2013-11-22,2,32.4,21.4,0.00,9.0
2013-11-23,3,31.8,23.1,0.00,9.6
2013-11-24,51,30.9,23.1,0.20,8.4
2013-11-25,3,30.8,22.5,0.00,6.8
2013-11-26,1,33.2,22.2,0.00,6.3
2013-11-27,1,33.8,23.2,0.00,7.9
2013-11-28,1,36.2,23.1,0.00,10.6
2013-11-29,1,36.7,21.8,0.00,6.6
2013-11-30,1,33.7,22.4,0.00,8.5
2013-12-01,2,33.3,22.8,0.00,8.0
2013-12-02,1,35.3,23.6,0.00,8.3
2013-12-03,1,33.6,23.8,0.00,8.5
2013-12-04,1,33.7,22.7,0.00,7.9
2013-12-05,0,33.3,22.8,0.00,8.1
2013-12-06,2,31.7,23.4,0.00,10.8
2013-12-07,3,31.0,22.3,0.00,8.1
2013-12-08,1,32.0,23.1,0.00,6.8
2013-12-09,1,34.1,22.0,0.00,8.8
2013-12-10,2,32.4,23.0,0.00,6.9
2013-12-11,2,32.4,23.2,0.00,8.7
2013-12-12,3,31.7,22.7,0.00,7.4
2013-12-13,1,31.5,23.3,0.00,11.0
2013-12-14,1,32.8,21.3,0.00,13.6
2013-12-15,0,31.8,19.8,0.00,13.3
2013-12-16,1,32.1,19.2,0.00,12.2
2013-12-17,0,32.0,19.3,0.00,13.9
2013-12-18,0,32.2,19.3,0.00,13.0
2013-12-19,0,32.8,19.0,0.00,10.0
2013-12-20,0,33.4,18.5,0.00,7.9
2013-12-21,1,33.7,20.0,0.00,9.4
2013-12-22,0,34.4,21.1,0.00,10.5
2013-12-23,0,34.9,21.9,0.00,9.2
2013-12-24,0,35.4,22.8,0.00,11.9
2013-12-25,1,36.1,23.9,0.00,13.2
2013-12-26,1,35.0,22.6,0.00,13.7
2013-12-27,1,34.7,19.4,0.00,9.2
2013-12-28,1,35.2,20.0,0.00,9.0
2013-12-29,1,35.2,21.9,0.00,10.3
2013-12-30,1,34.2,20.9,0.00,10.2
2013-12-31,1,33.5,21.5,0.00,11.1
2014-01-01,1,32.3,21.0,0.00,8.0
2014-01-02,2,31.8,23.8,0.00,10.7
2014-01-03,1,34.8,22.9,0.00,13.9
2014-01-04,1,34.0,21.7,0.00,12.9
2014-01-05,1,33.6,20.7,0.00,10.8
2014-01-06,0,34.1,21.7,0.00,12.4
2014-01-07,1,34.0,21.0,0.00,11.4
2014-01-08,1,34.0,21.0,0.00,11.7
2014-01-09,1,34.0,20.6,0.00,10.6
2014-01-10,1,34.1,21.4,0.00,10.9
2014-01-11,0,34.8,21.1,0.00,11.3
2014-01-12,0,35.2,20.6,0.00,10.5
2014-01-13,1,34.5,20.3,0.00,10.2
2014-01-14,1,33.5,20.3,0.00,12.4
2014-01-15,1,34.0,20.7,0.00,7.7
2014-01-16,1,34.8,21.1,0.00,6.6
2014-01-17,1,35.4,22.4,0.00,8.4
2014-01-18,1,35.1,22.1,0.00,9.8
2014-01-19,1,35.6,21.1,0.00,8.1
2014-01-20,1,35.0,22.5,0.00,11.7
2014-01-21,0,35.3,21.3,0.00,8.3
2014-01-22,0,34.9,22.5,0.00,9.3
2014-01-23,1,33.7,22.8,0.00,6.6
2014-01-24,1,35.7,24.2,0.00,6.9
2014-01-25,1,36.0,23.1,0.00,4.4
2014-01-26,1,34.2,22.7,0.00,10.7
2014-01-27,1,34.7,23.0,0.00,7.9
2014-01-28,2,33.8,22.7,0.00,10.5
2014-01-29,55,32.9,24.0,3.90,8.9
2014-01-30,51,32.8,22.6,0.60,7.2
2014-01-31,51,30.6,24.2,0.20,12.7
2014-02-01,53,35.2,23.2,1.50,12.4
2014-02-02,2,34.5,24.2,0.00,10.4
2014-02-03,55,34.1,23.6,1.30,7.4
2014-02-04,1,34.4,22.9,0.00,8.1
2014-02-05,1,35.7,24.2,0.00,14.8
2014-02-06,1,36.6,24.3,0.00,16.1
2014-02-07,1,35.7,24.2,0.00,12.1
2014-02-08,1,35.1,22.0,0.00,10.4
2014-02-09,1,36.2,24.4,0.00,11.8
2014-02-10,1,35.7,23.4,0.00,12.0
2014-02-11,1,35.6,22.4,0.00,11.3
2014-02-12,1,35.7,24.8,0.00,12.6
2014-02-13,1,36.2,24.5,0.00,13.6
2014-02-14,0,35.8,23.7,0.00,15.6
2014-02-15,1,35.9,22.8,0.00,13.6
2014-02-16,1,35.7,21.6,0.00,9.8
2014-02-17,1,36.7,22.5,0.00,9.5
2014-02-18,1,36.2,22.7,0.00,10.1
2014-02-19,1,35.6,20.6,0.00,9.2
2014-02-20,1,35.1,22.5,0.00,8.7
2014-02-21,1,36.7,23.4,0.00,6.4
2014-02-22,1,37.5,25.2,0.00,6.2
2014-02-23,1,37.8,24.0,0.00,8.3
2014-02-24,1,36.3,24.9,0.00,10.0
2014-02-25,2,36.3,24.0,0.00,11.7
2014-02-26,2,35.7,24.6,0.00,6.6
2014-02-27,2,36.5,25.4,0.00,8.0
2014-02-28,63,34.5,24.0,8.30,13.1
2014-03-01,3,32.8,22.9,0.00,10.2
2014-03-02,51,33.9,23.3,0.30,8.0
2014-03-03,51,32.7,25.3,0.70,7.6
2014-03-04,63,34.4,23.1,5.70,8.4
2014-03-05,61,33.5,23.4,3.20,7.4
2014-03-06,63,32.9,23.8,6.00,12.5
2014-03-07,51,33.2,23.4,0.20,8.9
2014-03-08,1,34.2,23.6,0.00,8.9
2014-03-09,1,35.0,22.3,0.00,9.3
2014-03-10,2,33.1,23.8,0.00,8.9
2014-03-11,51,32.1,23.9,0.30,7.4
2014-03-12,1,35.1,23.5,0.00,6.4
2014-03-13,1,36.0,23.0,0.00,7.6
2014-03-14,1,36.0,23.7,0.00,7.3
2014-03-15,2,36.2,24.8,0.00,8.9
2014-03-16,2,35.6,25.3,0.00,14.9
2014-03-17,55,34.2,24.8,1.20,11.1
2014-03-18,1,36.0,25.3,0.00,10.7
2014-03-19,1,37.1,25.0,0.00,13.0
2014-03-20,1,36.7,25.1,0.00,9.5
2014-03-21,1,36.9,25.3,0.00,9.1
2014-03-22,1,36.5,25.9,0.00,10.2
2014-03-23,53,36.2,25.5,0.80,12.2
2014-03-24,55,36.2,25.3,2.40,14.3
2014-03-25,53,34.9,24.5,0.70,13.2
2014-03-26,61,34.8,25.1,2.30,16.3
2014-03-27,3,34.1,24.7,0.00,12.2
2014-03-28,3,34.3,24.3,0.00,10.1
2014-03-29,51,32.0,24.6,0.60,12.0
2014-03-30,3,33.2,24.1,0.00,14.2
2014-03-31,51,34.0,24.7,0.50,12.2
2014-04-01,2,36.8,25.3,0.00,12.8
2014-04-02,55,36.5,24.6,1.00,12.7
2014-04-03,51,34.1,24.7,0.20,12.2
2014-04-04,0,38.0,24.3,0.00,9.7
2014-04-05,0,36.9,24.9,0.00,11.3
2014-04-06,2,35.0,24.8,0.00,11.9
2014-04-07,53,36.1,25.4,1.00,11.5
2014-04-08,63,34.5,25.1,7.00,14.8
2014-04-09,63,31.7,24.5,10.00,10.0
2014-04-10,61,32.1,23.5,3.60,9.9
2014-04-11,3,33.3,24.3,0.00,11.2
2014-04-12,51,34.8,24.7,0.20,10.7
2014-04-13,53,30.5,24.7,2.10,14.4
2014-04-14,53,33.8,23.7,1.50,10.4
2014-04-15,51,33.2,24.2,0.30,10.7
2014-04-16,51,35.1,24.6,0.60,10.0
2014-04-17,51,32.4,25.3,0.30,13.2
2014-04-18,65,32.0,23.6,12.10,11.6
2014-04-19,61,34.5,23.4,2.20,7.0
2014-04-20,61,32.1,25.1,1.80,9.9
2014-04-21,63,32.0,24.7,3.30,11.1
2014-04-22,51,30.3,24.1,0.40,12.2
2014-04-23,53,34.0,23.8,0.70,9.3
2014-04-24,3,31.9,24.5,0.00,12.2
2014-04-25,3,33.5,24.8,0.00,9.6
2014-04-26,51,31.9,24.8,0.40,12.6
2014-04-27,63,33.4,24.1,3.90,10.0
2014-04-28,61,31.5,24.0,2.20,6.9
2014-04-29,55,33.5,24.0,1.90,6.8
2014-04-30,63,31.8,24.6,9.10,8.8
2014-05-01,3,33.3,24.7,0.00,10.5
2014-05-02,51,34.1,24.8,0.10,8.0
2014-05-03,61,29.1,24.3,9.20,8.8
2014-05-04,63,32.6,25.1,4.00,7.7
2014-05-05,63,29.9,23.0,23.80,5.6
2014-05-06,63,29.6,23.1,12.00,8.7
2014-05-07,61,27.5,22.4,10.00,7.6
